지역,이름,주소,위도,경도
고양시,신성태권도장(태권도),경기도 고양시 일산동구 탄중로 323  (중산동),37.69345313,126.7811086
고양시,청운 KIDS 태권도장,"경기도 고양시 일산서구 산현로 15, 405,406호 (탄현동, 무광프라자)",37.68960214,126.7632027
고양시,백신체육관,,37.61739949,126.8445928
고양시,용인대 명성 태권도장,"경기도 고양시 덕양구 화신로 31, 201, 202호 (행신동, 삼보상가)",37.61570723,126.8385343
고양시,비룡태권도장,"경기도 고양시 덕양구 화중로 205 (화정동, 화수빌딩)",37.64529786,126.8337152
고양시,행신체육관,경기도 고양시 덕양구 충장로103번길 46  (행신동),37.6222513,126.8306121
고양시,용인대덕양태권도장,"경기도 고양시 덕양구 화중로 220, 301호 (화정동)",37.64647522,126.8347135
고양시,명지 키즈 태권도,"경기도 고양시 일산동구 노루목로 107, 210,211호 (장항동, 호수마을 상가동)",37.65004824,126.7771402
고양시,중산석사덕양태권도장,"경기도 고양시 일산동구 탄중로 398, 상가동 201호 (중산동,중산마을)",37.69005964,126.7818445
고양시,SKY현대태권도,"경기도 고양시 일산동구 하늘마을1로 14,  801호 (중산동,조은프라자)",37.67500317,126.7870586
고양시,신성복싱체육관,"경기도 고양시 일산서구 성저로46번길 37, 지층 (대화동)",37.68389677,126.7545945
고양시,명문유도체육관,경기도 고양시 덕양구 지도로 69 (토당동),37.62331515,126.824336
고양시,연세에이스 태권도,"경기도 고양시 일산서구 고봉로329번길 6 (일산동,상가동 304호, 305호)",37.68935,126.7763392
고양시,덕양중앙태권도장,"경기도 고양시 덕양구 충장로123번길 19 (행신동, 효경빌딩)",37.62409189,126.8325334
고양시,대한태권도키즈센터,"경기도 고양시 일산동구 숲속마을1로 76, 701~703호 (풍동,힘찬프라자)",37.66771922,126.8003945
고양시,용인대덕양유도관,"경기도 고양시 덕양구 화중로152번길 34, 지층 (화정동)",37.64012111,126.8347589
고양시,파파 태권도 교육센터,"경기도 고양시 덕양구 무원로 37, 무원마을9단지 201~202호 (행신동)",37.61629326,126.8321612
고양시,지킴이태권도장,,,
고양시,경희대 석사 비룡태권도장,"경기도 고양시 일산서구 현중로 62, 상가동 301호 (탄현동, 탄현마을6단지)",37.69613561,126.767369
